PropertyClass,ZoningCategory,RoadAccessLength,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilityType2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,LowQualityArea,UsableArea,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingCapacity,ParkingQuality,ParkingCondition,DrivewayType,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue,TotalOutdoorArea,TotalSF,TotalBaths,OverallScore,Age,YearsSinceRemodel,Qual_x_GroundSF
20,RL,70.0,8246,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,204,1060,GasA,Ex,Y,SBrkr,0,1060,3,1,Gd,6,Typ,1,Attchd,1968.0,Unf,1,TA,TA,Y,0,0,5,2010,WD,Normal,154000.0,496,1826,2.0,6.5,42,9,5300
160,RL,24.0,2308,Pave,Reg,Lvl,AllPub,Corner,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,248,804,GasA,TA,Y,SBrkr,0,1548,3,1,Gd,7,Typ,1,Detchd,1976.0,Unf,2,TA,TA,Y,0,0,7,2007,WD,Normal,155000.0,48,2036,3.5,6.0,31,31,4824
30,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,0,290,GasA,TA,N,FuseF,0,438,1,1,Fa,3,Typ,0,Detchd,1930.0,Unf,1,TA,TA,N,0,0,1,2009,WD,Normal,60000.0,0,684,1.0,3.5,89,59,876
30,RM,47.0,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,747,GasA,TA,Y,SBrkr,0,747,2,1,TA,4,Typ,0,Attchd,1945.0,Unf,1,TA,TA,Y,0,0,6,2010,WD,Normal,80000.0,0,967,1.0,5.0,65,60,2988
20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,460,892,GasA,TA,Y,SBrkr,0,892,3,1,TA,5,Typ,0,Attchd,1967.0,RFn,1,TA,TA,Y,0,0,7,2009,WD,Normal,100000.0,0,1180,1.0,5.0,42,42,4460
90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,303,1106,GasA,TA,Y,SBrkr,0,1190,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,2,TA,TA,Y,0,0,5,2006,WD,Normal,132500.0,18,1748,2.0,5.5,44,44,5950
20,RL,70.0,9500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,785,1394,GasA,Gd,Y,SBrkr,0,1394,3,1,TA,6,Typ,2,Attchd,1963.0,RFn,2,TA,TA,Y,0,0,7,2009,WD,Normal,159000.0,261,2169,2.5,5.5,46,46,8364
90,RM,60.0,7596,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,360.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,960,960,GasA,Gd,Y,SBrkr,0,1960,4,2,TA,10,Typ,0,Detchd,1952.0,Unf,2,TA,TA,N,0,0,7,2009,COD,Normal,124500.0,0,2360,2.0,5.0,57,57,4800
120,RM,36.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,189,848,GasA,Ex,Y,SBrkr,0,848,1,1,Gd,3,Typ,0,Attchd,2003.0,Fin,2,TA,TA,Y,0,0,11,2007,WD,Normal,131500.0,140,1408,2.0,5.5,4,4,5088
20,RL,50.0,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,256,1309,GasA,TA,Y,SBrkr,0,1339,2,1,TA,6,Typ,1,Attchd,1990.0,Fin,2,Gd,Gd,Y,0,0,7,2006,WD,Normal,180000.0,148,1971,3.0,6.0,16,16,9373
45,RH,60.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,Unf,784,784,GasA,TA,N,FuseA,0,784,2,1,TA,5,Typ,0,Detchd,1950.0,Unf,2,Fa,Fa,N,0,0,10,2009,WD,Normal,76000.0,91,1235,1.0,4.5,81,59,4704
20,RL,70.0,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,948,948,GasA,TA,Y,SBrkr,0,948,3,1,TA,6,Typ,0,Attchd,1968.0,Unf,1,TA,TA,Y,0,0,5,2007,WD,Family,108000.0,147,1395,1.0,5.0,39,39,4740
20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,92,1176,GasA,Gd,Y,SBrkr,0,1178,3,1,Gd,5,Typ,1,Attchd,1973.0,Unf,2,TA,TA,Y,0,0,11,2008,WD,Normal,157000.0,224,1841,2.0,5.5,35,8,5890
60,RL,70.0,10762,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,284,978,GasA,Ex,Y,SBrkr,0,1983,3,1,Gd,9,Typ,1,Attchd,1999.0,Fin,2,TA,TA,Y,0,0,5,2009,WD,Normal,225000.0,0,2473,2.5,6.0,10,10,7035
90,RL,63.0,9297,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,122,1728,GasA,TA,Y,SBrkr,0,1728,4,2,TA,8,Typ,0,Detchd,1976.0,Unf,2,TA,TA,Y,0,0,7,2006,WD,Family,188000.0,0,2288,4.0,5.0,30,30,8640
30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,680,GasA,Gd,N,FuseP,0,764,2,1,TA,4,Typ,0,Detchd,1965.0,Unf,2,TA,TA,N,0,0,6,2008,WD,Normal,73000.0,0,1268,1.0,5.0,83,4,3820
180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,462,GasA,TA,Y,SBrkr,0,988,2,1,TA,5,Typ,0,BuiltIn,1973.0,Unf,1,TA,TA,Y,0,0,11,2009,WD,Normal,91000.0,221,1506,2.0,4.5,36,36,2104
160,FV,30.0,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,318,612,GasA,Ex,Y,SBrkr,0,1224,2,1,Gd,4,Typ,0,Detchd,2009.0,RFn,2,TA,TA,Y,0,0,6,2009,New,Partial,173733.0,234,1986,2.5,5.5,0,0,3672
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,297.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,483,GasA,TA,Y,SBrkr,0,987,2,1,TA,5,Typ,1,Attchd,1972.0,Unf,1,TA,TA,Y,0,0,6,2006,WD,Normal,94500.0,0,1275,1.5,5.5,34,34,2898
60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,273,915,GasA,Ex,Y,SBrkr,0,1908,4,1,Gd,8,Typ,1,Attchd,1994.0,Unf,2,TA,TA,Y,0,0,7,2008,WD,Normal,210000.0,277,2678,3.5,6.0,14,13,6531
20,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,405,1144,GasA,TA,Y,SBrkr,0,1144,3,1,TA,6,Typ,0,Attchd,1956.0,Unf,1,TA,TA,Y,0,0,6,2010,WD,Normal,129000.0,44,1784,2.0,5.5,54,54,5720
80,RL,70.0,10395,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,427,1032,GasA,TA,Y,SBrkr,0,1032,3,1,TA,6,Typ,1,Attchd,1978.0,Unf,2,TA,TA,Y,0,500,7,2007,WD,Normal,148000.0,0,1596,2.5,6.0,29,29,6192
60,RL,97.0,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,320,1151,GasA,TA,Y,SBrkr,0,2060,4,1,TA,8,Typ,1,Attchd,1988.0,Unf,2,TA,TA,Y,0,0,9,2007,WD,Normal,211000.0,420,3001,3.0,5.5,19,18,6984
20,RL,66.0,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,468,1114,GasA,Ex,Y,SBrkr,0,1114,3,1,Gd,6,Typ,0,Detchd,2004.0,Unf,2,TA,TA,Y,0,0,6,2008,WD,Normal,159000.0,102,1792,2.5,5.0,4,4,5570
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,281.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,355,672,GasA,Gd,Y,SBrkr,0,1218,3,1,TA,7,Typ,0,Detchd,1972.0,Unf,1,TA,TA,Y,0,0,5,2006,WD,Normal,118000.0,28,1510,2.0,6.5,34,34,4032
20,RH,60.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,721,721,GasA,Gd,Y,SBrkr,0,841,2,1,TA,4,Typ,0,CarPort,1950.0,Unf,1,TA,TA,N,0,0,9,2009,WD,Normal,82000.0,274,1409,1.0,4.0,59,59,3364
120,RL,70.0,3696,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1074,1074,GasA,Ex,Y,SBrkr,0,1088,2,1,Gd,5,Typ,0,Attchd,1987.0,RFn,2,TA,TA,Y,0,0,10,2007,WD,Normal,170000.0,211,1760,1.5,6.5,21,21,8704
20,RL,70.0,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,218,864,GasA,Ex,Y,SBrkr,0,864,3,1,TA,6,Typ,0,Attchd,1978.0,Unf,1,TA,TA,Y,0,0,7,2009,WD,Normal,136500.0,0,1200,2.0,6.5,31,4,4320
20,RL,69.0,11302,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,Other,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,392,1814,GasA,Ex,Y,SBrkr,0,1826,3,1,Gd,7,Typ,1,Attchd,2005.0,Fin,3,TA,TA,Y,0,0,8,2006,New,Partial,319000.0,375,2959,3.0,6.5,1,0,14608
75,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,530,GasA,TA,N,SBrkr,0,1111,3,1,Fa,6,Typ,0,Detchd,1935.0,Unf,1,TA,TA,N,0,0,3,2007,WD,Normal,101000.0,144,1543,1.0,6.0,87,11,2905
20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,317,912,GasA,Ex,Y,SBrkr,0,912,2,1,Gd,5,Typ,0,Detchd,1992.0,Unf,2,TA,TA,Y,0,0,12,2008,WD,Normal,147000.0,240,1728,2.0,6.5,43,0,4560
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,628,1152,GasA,Ex,Y,SBrkr,0,2270,4,1,Gd,9,Typ,1,Attchd,1999.0,Fin,3,TA,TA,Y,0,0,4,2010,WD,Normal,290000.0,189,3130,2.5,7.5,11,3,9312
20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,218,876,GasA,TA,Y,SBrkr,0,923,3,1,TA,5,Typ,0,Attchd,1984.0,Unf,1,TA,TA,Y,0,0,10,2008,WD,Normal,119500.0,362,1549,2.0,5.0,24,23,4615
20,RL,74.0,8892,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105,105,GasA,Gd,Y,SBrkr,0,910,3,1,Gd,5,Typ,0,Attchd,1953.0,Unf,2,TA,TA,Y,0,0,10,2008,WD,Normal,116000.0,346,1670,1.0,6.0,55,12,4550
90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,Slab,None,None,None,None,None,0,0,Wall,Fa,N,FuseA,0,1040,2,2,TA,6,Typ,0,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,6,2009,WD,Normal,92900.0,0,1440,2.0,3.5,59,59,3120
50,RL,90.0,5400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CBlock,CBlock,0.0,Fa,TA,PConc,TA,TA,No,ALQ,Rec,420,840,GasA,Ex,Y,SBrkr,0,1374,2,1,TA,6,Typ,0,Detchd,1967.0,Fin,1,TA,TA,Y,0,0,10,2009,WD,Normal,105000.0,198,1910,1.0,5.0,89,59,3360
20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,2121,GasA,Ex,Y,SBrkr,0,2121,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,3,TA,TA,Y,0,0,5,2007,New,Partial,415298.0,364,3217,2.5,7.0,1,0,19089
60,RL,59.0,11796,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,847,847,GasA,Ex,Y,SBrkr,0,1959,4,1,Gd,8,Typ,1,BuiltIn,2004.0,Fin,2,TA,TA,Y,0,0,7,2007,WD,Normal,215000.0,148,2541,2.5,6.0,3,2,5929
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,927,927,GasA,TA,Y,SBrkr,0,1539,3,1,TA,5,Typ,0,Detchd,1995.0,Unf,2,TA,TA,Y,0,0,4,2009,WD,Normal,141500.0,112,2227,1.5,5.5,73,59,5335
20,RL,78.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,200.0,TA,TA,PConc,TA,TA,No,LwQ,Unf,728,1268,GasA,Gd,Y,SBrkr,0,1268,2,1,TA,7,Typ,1,Attchd,1954.0,Fin,1,TA,TA,Y,0,0,3,2010,WD,Normal,132000.0,98,1610,1.0,5.5,56,56,6340
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,710,960,GasA,Gd,Y,FuseA,0,960,2,1,Fa,5,Typ,0,Detchd,1997.0,Unf,1,TA,TA,Y,0,0,7,2007,WD,Normal,108500.0,168,1436,1.0,4.0,87,57,3840
20,RL,112.0,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1097,1097,GasA,Ex,Y,SBrkr,0,1097,3,1,TA,6,Typ,0,Attchd,1995.0,Unf,2,TA,TA,Y,0,0,6,2009,WD,Normal,145000.0,456,2225,1.5,5.0,15,14,5485
75,RM,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,Unf,490,880,GasW,Fa,N,SBrkr,0,1768,2,1,TA,6,Typ,2,Detchd,1914.0,Unf,2,TA,TA,N,0,0,10,2006,WD,Normal,163000.0,341,2429,1.5,7.0,92,36,6160
50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,736,856,GasA,Ex,Y,SBrkr,0,1668,3,1,TA,6,Min2,0,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,9,2009,WD,Normal,140000.0,0,1939,1.5,7.0,59,4,6672
20,RL,120.0,13560,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,Unf,1392,1392,GasA,Gd,Y,SBrkr,0,1392,2,1,TA,5,Maj2,2,Attchd,1968.0,RFn,2,TA,TA,Y,0,0,7,2009,WD,Normal,110000.0,240,2208,2.0,4.5,41,41,8352
50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780,780,GasA,Ex,Y,FuseF,0,1412,4,1,TA,6,Typ,1,Detchd,1939.0,Unf,1,TA,TA,Y,0,0,5,2009,WD,Normal,132500.0,45,1737,1.0,6.0,70,59,4950
20,RL,61.0,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,1622,1622,GasA,Ex,Y,SBrkr,0,1630,3,1,Ex,8,Typ,1,Attchd,2008.0,RFn,3,TA,TA,Y,0,0,1,2009,WD,Normal,295493.0,214,2704,3.0,6.5,1,1,13040
120,FV,35.0,4274,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,135,1241,GasA,Ex,Y,SBrkr,0,1241,1,1,Gd,4,Typ,0,Attchd,2007.0,Fin,2,TA,TA,Y,0,0,11,2007,New,Partial,199900.0,116,1926,2.5,6.0,1,0,8687
85,RL,54.0,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,149,768,GasA,Ex,Y,SBrkr,0,768,2,1,TA,5,Typ,0,Detchd,1987.0,Unf,2,TA,TA,Y,0,0,4,2007,WD,Normal,129500.0,104,1496,2.0,6.0,37,37,3840
20,RL,70.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,568,1296,GasA,Ex,Y,SBrkr,0,1640,3,1,Gd,7,Typ,1,Detchd,1993.0,Unf,2,TA,TA,Y,0,0,11,2008,WD,Normal,224000.0,108,2672,2.0,6.5,54,2,9840
20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,474,1419,GasA,Ex,Y,SBrkr,0,1419,2,1,Gd,7,Typ,1,Attchd,2007.0,RFn,2,TA,TA,Y,0,0,10,2007,New,Partial,392000.0,140,2126,3.0,7.0,0,0,11352
90,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,0,1200,GasA,TA,Y,SBrkr,0,1200,3,1,TA,5,Typ,0,None,,None,0,None,None,Y,0,0,3,2009,WD,Alloca,179000.0,120,1320,6.0,5.0,22,21,6000
60,RL,70.0,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,138.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,99,725,GasA,Gd,Y,SBrkr,0,1479,4,1,Gd,7,Typ,0,Attchd,1972.0,Fin,2,TA,TA,Y,0,0,6,2007,WD,Normal,184000.0,32,1995,2.5,8.0,35,3,5075
20,RL,87.0,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,BLQ,245,1184,GasA,Ex,Y,SBrkr,0,1414,3,1,TA,6,Min1,1,Attchd,1990.0,Unf,2,TA,TA,Y,0,0,5,2008,WD,Normal,176500.0,241,2256,2.0,7.0,50,6,8484
70,RM,34.0,4571,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,624,624,GasA,Fa,N,SBrkr,0,1344,4,1,TA,7,Typ,0,Detchd,1916.0,Unf,3,Fa,Fa,Y,0,0,5,2008,COD,Abnorml,98000.0,96,1953,1.0,5.0,92,58,3120
60,RL,70.0,14762,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,Slab,None,None,None,None,None,0,0,GasA,Gd,Y,SBrkr,53,2320,2,1,TA,7,Typ,1,Attchd,1979.0,Unf,2,TA,TA,P,0,0,5,2006,WD,Normal,169000.0,264,3203,2.0,5.5,58,56,7735
30,RL,70.0,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,522,788,GasA,TA,Y,FuseA,0,788,2,1,TA,4,Typ,2,None,,None,0,None,None,Y,0,0,4,2006,WD,Abnorml,100000.0,0,788,1.0,4.5,65,56,3152
160,RL,24.0,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,544,855,GasA,TA,Y,SBrkr,0,1441,3,1,TA,7,Typ,1,Attchd,1978.0,Unf,2,TA,TA,Y,0,0,4,2009,WD,Normal,148500.0,28,1909,2.5,6.0,31,31,5130
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,252,864,GasA,Ex,Y,SBrkr,0,864,2,1,TA,5,Typ,0,Detchd,2008.0,Unf,1,Ex,Ex,Y,0,450,10,2009,WD,Normal,127500.0,0,1164,1.0,6.0,50,50,5184
20,RL,60.0,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,248,864,GasA,TA,Y,SBrkr,0,864,3,1,TA,5,Typ,0,Detchd,1974.0,Unf,2,TA,TA,Y,0,0,5,2007,WD,Normal,120500.0,0,1392,1.0,5.0,36,36,3456
